Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type
45635,14667,UDP,1305,Control,FTP
2820,15183,UDP,693,Control,FTP
36686,11740,ICMP,459,Control,FTP
31397,35409,UDP,922,Control,FTP
26749,15279,ICMP,714,Control,HTTP
24238,29115,ICMP,728,Data,DNS
15038,45745,ICMP,144,Control,HTTP
23237,7601,TCP,1238,Data,DNS
14646,4639,UDP,97,Data,DNS
49625,65378,ICMP,1081,Control,DNS
41019,13009,UDP,317,Control,HTTP
23350,56938,UDP,804,Control,DNS
2729,64116,TCP,290,Data,DNS
2662,60574,ICMP,417,Data,FTP
56691,20505,UDP,680,Data,FTP
28322,23708,TCP,484,Data,DNS
53132,19277,ICMP,897,Data,DNS
21581,21636,ICMP,978,Data,FTP
17636,54909,TCP,304,Control,FTP
53145,56038,ICMP,110,Control,HTTP
55810,52931,ICMP,1200,Data,HTTP
40728,16283,TCP,942,Data,FTP
1915,10405,UDP,806,Control,DNS
36382,5980,UDP,208,Data,DNS
4732,18101,TCP,214,Data,HTTP
26110,21943,TCP,1232,Data,DNS
59010,62662,TCP,127,Data,FTP
4394,64890,UDP,922,Control,DNS
29592,64816,UDP,556,Control,DNS
6613,60937,TCP,199,Control,FTP
23345,13225,UDP,891,Data,FTP
61645,40881,TCP,274,Control,FTP
12378,59187,ICMP,1159,Data,FTP
19412,35588,TCP,892,Data,FTP
31828,53169,TCP,1226,Control,HTTP
31879,39780,ICMP,1378,Data,FTP
22936,4386,ICMP,558,Data,FTP
14032,62117,UDP,459,Data,HTTP
58189,6558,ICMP,616,Control,FTP
60284,46998,ICMP,774,Data,DNS
14325,65097,TCP,90,Data,FTP
8719,58579,UDP,801,Data,FTP
55842,43325,TCP,393,Control,FTP
44323,19698,TCP,1300,Control,HTTP
13232,53632,UDP,1356,Data,FTP
42738,32520,UDP,1117,Data,DNS
15522,13266,UDP,1404,Data,DNS
37058,11964,TCP,447,Control,DNS
25576,9485,UDP,632,Data,HTTP
45012,35101,UDP,1260,Control,DNS
62317,55530,UDP,335,Data,DNS
61548,55791,UDP,1258,Data,DNS
57633,38924,TCP,1348,Data,DNS
18147,29578,ICMP,584,Control,HTTP
27679,1144,UDP,1398,Control,DNS
61520,11751,ICMP,477,Data,FTP
55125,35606,TCP,550,Data,HTTP
3413,53829,UDP,1163,Control,FTP
15315,3589,TCP,936,Data,FTP
36917,49664,ICMP,185,Control,FTP
36562,4210,TCP,1421,Data,HTTP
34095,39779,TCP,623,Data,DNS
59762,17476,ICMP,1171,Data,DNS
5386,55642,TCP,127,Control,FTP
37300,65161,TCP,1261,Data,FTP
50814,17372,TCP,1162,Data,FTP
27836,17765,TCP,655,Data,DNS
51411,24705,ICMP,66,Data,FTP
23829,21440,ICMP,871,Data,FTP
39416,60502,TCP,797,Data,DNS
24275,52517,TCP,74,Control,HTTP
24271,20742,UDP,1470,Control,FTP
30311,60674,ICMP,690,Data,HTTP
46930,24065,UDP,513,Data,DNS
58164,61387,TCP,1484,Data,DNS
8361,35632,UDP,795,Control,DNS
63053,44291,UDP,935,Data,HTTP
10019,55331,TCP,344,Control,FTP
18273,14310,UDP,1007,Control,HTTP
55790,11742,ICMP,303,Control,HTTP
15552,36743,ICMP,820,Data,FTP
21155,2727,ICMP,695,Data,DNS
29971,11568,ICMP,683,Control,FTP
34896,12469,ICMP,331,Data,DNS
29681,46930,ICMP,1304,Control,FTP
16526,50182,UDP,643,Control,DNS
46112,3955,UDP,449,Data,DNS
1576,4658,TCP,1003,Control,HTTP
43633,27777,ICMP,399,Control,DNS
64218,19074,TCP,1117,Control,HTTP
38743,2328,TCP,724,Data,FTP
51362,44558,ICMP,79,Control,HTTP
45811,5002,UDP,734,Data,DNS
44037,39113,TCP,1403,Control,FTP
22318,38871,ICMP,578,Data,DNS
15412,54218,UDP,405,Control,HTTP
42816,53692,TCP,1330,Data,FTP
16498,11723,ICMP,1455,Data,FTP
14457,18721,UDP,842,Data,DNS
61295,20260,UDP,1177,Data,FTP
11407,54203,TCP,934,Control,FTP
49529,2283,TCP,1151,Control,FTP
33387,28913,ICMP,444,Data,DNS
34455,31563,TCP,1355,Data,FTP
10150,8388,TCP,922,Data,HTTP
62580,43409,ICMP,1492,Data,FTP
45874,56221,TCP,890,Control,DNS
60360,58779,UDP,1191,Control,FTP
10921,50267,ICMP,1097,Control,FTP
59124,7986,TCP,1025,Control,FTP
47439,28880,TCP,200,Control,DNS
42577,32195,UDP,746,Control,HTTP
62150,20482,TCP,1437,Control,FTP
4475,2607,UDP,1373,Control,FTP
20416,2967,ICMP,1141,Data,HTTP
24113,25281,ICMP,190,Control,HTTP
59079,60006,UDP,1423,Control,FTP
20844,39606,TCP,1212,Control,FTP
53280,62426,TCP,814,Control,DNS
12680,21661,TCP,1306,Control,DNS
63500,42921,UDP,1477,Control,HTTP
20972,32007,UDP,389,Data,HTTP
5051,5485,ICMP,259,Data,DNS
29404,25428,ICMP,860,Data,DNS
59642,19359,ICMP,760,Control,DNS
34409,37793,TCP,435,Control,HTTP
53255,30621,TCP,468,Data,FTP
20031,30476,TCP,821,Data,FTP
43725,37875,TCP,351,Data,DNS
50990,61396,ICMP,354,Data,HTTP
30349,36486,UDP,865,Control,FTP
16591,20958,TCP,699,Data,HTTP
53703,36361,UDP,1187,Data,HTTP
36039,61496,TCP,933,Control,DNS
44391,45270,ICMP,969,Data,FTP
9613,43441,UDP,309,Control,FTP
61042,4977,TCP,1469,Control,HTTP
43537,42828,TCP,846,Data,DNS
17085,8443,ICMP,681,Control,DNS
63531,31035,ICMP,97,Data,HTTP
20423,14549,UDP,1500,Control,HTTP
62386,3880,TCP,188,Control,DNS
46168,36189,ICMP,867,Data,FTP
31132,21760,ICMP,162,Data,HTTP
6107,13427,ICMP,1402,Data,FTP
57731,19949,ICMP,614,Data,DNS
3105,47407,ICMP,1114,Control,HTTP
43514,13275,TCP,150,Data,DNS
13359,44051,TCP,809,Data,HTTP
20474,11177,ICMP,233,Control,HTTP
52646,24913,TCP,1202,Data,DNS
49945,32121,ICMP,670,Control,FTP
24643,64139,ICMP,123,Data,DNS
64875,1324,TCP,1147,Control,DNS
34310,49877,UDP,555,Control,DNS
53851,59341,TCP,771,Data,FTP
27974,54462,TCP,861,Control,HTTP
45545,8644,ICMP,1187,Data,DNS
35165,22249,UDP,1115,Control,DNS
54079,58932,ICMP,915,Data,DNS
19394,42980,TCP,1458,Control,HTTP
52112,52258,TCP,953,Control,HTTP
23156,63060,TCP,1433,Control,HTTP
22616,27712,TCP,1268,Data,FTP
41937,22375,ICMP,894,Data,HTTP
15513,53816,UDP,1362,Control,HTTP
24271,45546,TCP,440,Data,DNS
56539,48632,UDP,267,Control,DNS
42681,47936,TCP,451,Control,DNS
20840,36285,TCP,646,Control,HTTP
39469,2220,TCP,206,Control,DNS
59860,52417,TCP,421,Data,FTP
65338,53336,TCP,833,Control,DNS
47451,11712,UDP,1034,Control,HTTP
41884,36515,ICMP,753,Data,FTP
22081,62199,UDP,816,Control,FTP
51709,20778,TCP,1101,Control,FTP
39106,32650,UDP,1119,Control,FTP
21650,35488,ICMP,68,Control,HTTP
58115,11812,ICMP,882,Control,DNS
60614,5143,UDP,270,Control,DNS
25511,56520,ICMP,901,Control,FTP
30325,48367,UDP,1028,Data,FTP
33135,35641,UDP,659,Control,DNS
26682,54510,UDP,876,Control,FTP
27765,41200,UDP,472,Control,FTP
34923,5903,TCP,1459,Control,FTP
7684,56642,UDP,751,Control,FTP
41309,22581,ICMP,546,Control,DNS
16625,9335,ICMP,768,Control,DNS
23554,42980,ICMP,662,Control,DNS
24276,24920,TCP,495,Control,DNS
22191,28124,UDP,817,Data,DNS
2966,13544,TCP,1372,Data,HTTP
47259,5770,UDP,1018,Data,FTP
28020,32412,TCP,221,Control,FTP
62909,57722,UDP,414,Control,DNS
37628,5736,UDP,1450,Data,DNS
7588,45962,TCP,875,Control,DNS
58887,45724,ICMP,309,Data,DNS
19289,28549,UDP,813,Control,HTTP
28276,48347,UDP,1075,Control,HTTP
28936,36922,ICMP,983,Data,DNS
53413,38428,UDP,256,Data,DNS
35687,43165,TCP,1091,Data,FTP
14332,52581,TCP,657,Control,HTTP
22072,49671,UDP,1421,Data,DNS
8950,64244,TCP,980,Data,DNS
48781,54365,TCP,164,Control,HTTP
28283,49919,TCP,1017,Control,FTP
17957,53228,UDP,635,Control,HTTP
64737,58862,TCP,1039,Control,DNS
28480,46788,TCP,435,Data,DNS
26928,35802,UDP,269,Control,HTTP
43843,47542,TCP,1270,Control,HTTP
8427,11301,UDP,878,Data,DNS
46268,15346,UDP,985,Control,HTTP
55949,58605,TCP,559,Control,DNS
5026,36692,ICMP,838,Data,HTTP
48007,1036,UDP,652,Data,HTTP
10105,3639,TCP,447,Data,FTP
48699,22050,ICMP,331,Data,DNS
15675,25018,TCP,1112,Data,HTTP
34303,51344,UDP,659,Data,DNS
10529,62601,ICMP,346,Control,DNS
18451,11748,ICMP,1020,Control,DNS
29116,5237,ICMP,1219,Data,HTTP
20015,9647,TCP,227,Data,FTP
26249,56787,ICMP,278,Control,HTTP
51611,48751,TCP,345,Control,FTP
4655,57928,ICMP,122,Control,HTTP
24186,35834,ICMP,1192,Data,HTTP
18556,46023,ICMP,994,Control,HTTP
35957,6509,TCP,1002,Control,DNS
41704,14382,UDP,915,Data,DNS
61805,14191,UDP,1151,Data,DNS
13806,1446,ICMP,636,Data,HTTP
8611,6099,UDP,1221,Data,FTP
64379,2604,UDP,876,Control,FTP
37052,61317,TCP,500,Control,DNS
8467,12053,UDP,653,Data,FTP
42851,34203,UDP,674,Control,DNS
53463,32712,ICMP,917,Control,DNS
45933,56715,TCP,458,Data,FTP
44014,6400,TCP,1227,Control,DNS
4784,30326,UDP,1427,Data,HTTP
60914,3158,TCP,151,Control,HTTP
1862,2812,UDP,70,Data,HTTP
35056,37119,ICMP,1115,Control,DNS
23306,32582,UDP,1356,Data,FTP
21648,36178,UDP,464,Data,DNS
35220,2511,ICMP,95,Control,DNS
43670,63227,TCP,1415,Data,FTP
53075,8244,ICMP,810,Data,FTP
52895,57808,UDP,1248,Control,FTP
58407,13631,UDP,441,Control,FTP
51657,43254,ICMP,1252,Control,FTP
21104,9628,UDP,728,Control,HTTP
55604,65443,UDP,308,Data,HTTP
44654,10804,UDP,185,Control,HTTP
31777,39316,ICMP,594,Control,FTP
20996,9130,TCP,376,Data,HTTP
16863,45015,ICMP,1013,Data,DNS
34585,46757,TCP,1223,Control,HTTP
42139,12377,ICMP,279,Control,FTP
52070,21895,ICMP,1311,Control,HTTP
60856,43052,TCP,1205,Control,DNS
29534,7584,UDP,709,Control,DNS
4815,10217,TCP,896,Data,DNS
61586,50424,UDP,1230,Data,DNS
13995,28513,UDP,548,Control,DNS
29844,63879,TCP,893,Control,HTTP
34519,44266,UDP,300,Data,HTTP
51282,16849,ICMP,677,Data,FTP
12068,14586,TCP,603,Data,DNS
12062,25990,UDP,148,Control,DNS
57287,53092,TCP,407,Data,FTP
22342,29239,UDP,443,Control,FTP
57734,38459,ICMP,1384,Data,DNS
7884,65529,UDP,121,Data,HTTP
2473,22776,TCP,1364,Control,DNS
31048,63950,TCP,1280,Control,FTP
46797,27609,UDP,982,Data,DNS
44075,45695,TCP,413,Control,DNS
49670,34315,UDP,313,Data,DNS
41424,10203,UDP,714,Data,FTP
64738,2187,ICMP,1101,Data,HTTP
33379,27182,UDP,942,Control,DNS
37024,3436,UDP,321,Data,DNS
20114,24772,UDP,416,Control,FTP
19184,53329,TCP,844,Data,HTTP
53327,57176,TCP,1451,Data,DNS
25624,3488,TCP,1485,Control,FTP
26692,23839,TCP,1496,Control,DNS
15033,50377,UDP,1327,Control,FTP
47932,9169,UDP,467,Data,HTTP
12477,33552,ICMP,1077,Data,FTP
13583,64348,UDP,258,Data,FTP
5601,32124,TCP,1096,Control,DNS
58681,64143,ICMP,502,Data,HTTP
21692,45371,ICMP,835,Data,HTTP
52099,44896,UDP,867,Control,DNS
4318,14296,UDP,1449,Control,FTP
6983,22720,UDP,906,Data,FTP
11244,45225,UDP,435,Data,FTP
10380,36109,UDP,1352,Data,HTTP
40175,14601,ICMP,1459,Control,HTTP
3088,40607,UDP,858,Control,FTP
37259,52076,UDP,701,Data,DNS
55207,36650,UDP,927,Data,FTP
62668,60909,UDP,1472,Data,FTP
46026,29323,ICMP,715,Control,HTTP
48041,57338,UDP,226,Data,FTP
51012,27703,TCP,449,Control,DNS
51443,27616,TCP,251,Control,FTP
29695,51905,ICMP,1461,Control,FTP
38522,21808,TCP,906,Data,DNS
61477,43206,ICMP,1299,Data,FTP
44477,32273,ICMP,1479,Control,HTTP
59495,30448,UDP,325,Data,FTP
17131,35602,TCP,745,Control,FTP
46415,33251,UDP,231,Control,FTP
34415,43116,ICMP,889,Data,DNS
47820,19174,ICMP,319,Data,FTP
37347,60477,UDP,715,Data,DNS
22083,54789,TCP,1121,Control,FTP
27261,7342,UDP,323,Data,FTP
35146,50379,TCP,593,Data,FTP
23233,6061,UDP,362,Data,FTP
57667,18682,UDP,1148,Control,FTP
3665,32742,ICMP,931,Data,FTP
30454,3082,ICMP,859,Control,HTTP
57403,6569,TCP,920,Data,HTTP
20520,33531,UDP,272,Control,FTP
43256,18620,TCP,1314,Control,DNS
35913,25802,TCP,487,Data,DNS
35160,42830,TCP,906,Control,HTTP
39611,40075,ICMP,430,Control,FTP
12474,31724,TCP,422,Control,HTTP
43275,23946,ICMP,1096,Data,HTTP
28844,10453,TCP,858,Control,FTP
44941,53920,TCP,1303,Control,FTP
65132,46832,TCP,72,Data,HTTP
37776,54324,UDP,551,Data,HTTP
60123,41780,ICMP,488,Control,DNS
6955,50354,ICMP,273,Data,DNS
15755,18290,UDP,170,Data,FTP
26118,42222,TCP,1497,Control,HTTP
18543,36818,ICMP,882,Control,FTP
48145,25127,ICMP,549,Data,FTP
50372,45640,ICMP,1191,Control,FTP
19344,48992,TCP,492,Data,HTTP
25710,35111,ICMP,779,Data,FTP
4611,63836,TCP,1416,Data,FTP
27991,55915,UDP,161,Control,FTP
17508,38224,UDP,1257,Data,HTTP
55294,50896,UDP,137,Control,DNS
17577,53908,UDP,1483,Control,FTP
64058,55289,TCP,564,Control,DNS
44492,29453,TCP,124,Control,HTTP
53454,46420,TCP,709,Data,FTP
27141,3433,ICMP,1044,Data,HTTP
42807,56777,TCP,1082,Data,FTP
41014,37830,TCP,542,Control,FTP
35852,61457,UDP,1081,Control,HTTP
49904,34033,UDP,237,Control,HTTP
10894,39113,ICMP,843,Data,DNS
60082,52431,UDP,1396,Control,HTTP
52544,42375,ICMP,211,Control,DNS
36464,17933,ICMP,1044,Control,FTP
61930,14225,ICMP,1341,Control,FTP
34312,10851,TCP,869,Data,FTP
8674,12936,TCP,169,Control,FTP
32165,20075,TCP,186,Data,FTP
35294,17117,UDP,761,Data,FTP
52253,63906,ICMP,420,Data,HTTP
37929,41925,ICMP,1161,Data,DNS
35432,59720,TCP,162,Control,DNS
61940,10189,UDP,1107,Data,HTTP
61986,23941,UDP,787,Control,DNS
46482,58690,TCP,814,Control,FTP
33277,41268,UDP,438,Data,DNS
40368,17306,TCP,374,Control,DNS
61376,61717,TCP,872,Data,HTTP
47920,4012,UDP,1021,Control,FTP
36383,61391,UDP,605,Data,DNS
38440,58759,ICMP,151,Control,HTTP
42173,61426,UDP,909,Data,DNS
28877,24317,TCP,1209,Control,DNS
29761,57220,TCP,225,Data,FTP
33493,47993,TCP,1148,Data,FTP
21796,41053,UDP,1387,Control,FTP
65120,63533,ICMP,680,Control,DNS
33806,33035,TCP,239,Data,DNS
56715,44833,TCP,1084,Control,FTP
11087,51297,TCP,391,Control,HTTP
41837,4402,TCP,1331,Data,HTTP
36368,10539,TCP,1099,Data,DNS
35402,45122,TCP,411,Control,FTP
12094,3673,TCP,192,Control,FTP
22113,48373,TCP,781,Data,HTTP
57091,5763,TCP,1000,Data,FTP
12408,62582,TCP,1416,Data,HTTP
45857,43556,ICMP,574,Control,DNS
7872,41083,ICMP,614,Control,FTP
30058,5882,ICMP,972,Data,HTTP
35668,55717,UDP,522,Control,FTP
26428,2191,TCP,1486,Control,DNS
2873,55144,UDP,584,Control,HTTP
22606,49455,TCP,411,Control,HTTP
38062,1459,TCP,1328,Data,HTTP
53834,26299,UDP,253,Control,FTP
32717,24238,UDP,1166,Data,HTTP
30236,64290,ICMP,1437,Control,FTP
42159,43431,ICMP,1212,Control,DNS
42079,26996,TCP,709,Data,FTP
4031,42984,UDP,1033,Control,FTP
13774,56853,ICMP,670,Control,HTTP
46602,44717,TCP,198,Control,FTP
27686,47666,UDP,729,Data,FTP
58032,55159,TCP,699,Data,FTP
4929,36008,ICMP,1342,Data,HTTP
43221,22401,ICMP,480,Control,DNS
35990,47528,TCP,1299,Control,FTP
47402,57995,ICMP,478,Data,HTTP
31556,37453,TCP,1275,Control,HTTP
8065,54242,TCP,233,Data,HTTP
34248,61339,ICMP,1177,Control,FTP
37848,21524,UDP,693,Control,HTTP
32909,39152,UDP,494,Data,HTTP
58893,59937,ICMP,410,Data,HTTP
2273,51054,TCP,576,Control,DNS
36760,57441,ICMP,1343,Control,DNS
18174,48596,UDP,536,Data,HTTP
54516,9736,TCP,364,Data,FTP
58908,62895,TCP,1351,Control,DNS
46789,45802,ICMP,797,Control,HTTP
47029,14842,TCP,1184,Data,HTTP
8408,25929,UDP,1442,Data,HTTP
38729,26256,UDP,139,Control,DNS
4802,50497,ICMP,209,Control,HTTP
16538,61453,TCP,1405,Control,HTTP
35552,57165,UDP,918,Data,HTTP
21569,5127,TCP,407,Data,DNS
63357,3699,TCP,837,Control,DNS
63914,39395,ICMP,1043,Control,DNS
38116,16772,UDP,885,Data,HTTP
35118,24888,UDP,1171,Data,HTTP
24836,55816,TCP,590,Data,HTTP
45221,2478,ICMP,580,Control,FTP
33474,2854,ICMP,1295,Data,HTTP
25402,2567,UDP,1286,Data,HTTP
29206,7982,ICMP,458,Data,FTP
29801,57469,UDP,516,Data,FTP
38747,29769,UDP,1324,Data,FTP
21769,27508,TCP,371,Control,HTTP
17368,24734,ICMP,70,Control,FTP
14008,51397,TCP,1323,Data,FTP
60259,19850,TCP,756,Control,DNS
17611,29755,ICMP,670,Control,FTP
13269,24583,ICMP,1343,Data,DNS
27230,32536,ICMP,1332,Control,FTP
36296,37604,TCP,1124,Control,HTTP
56821,25448,UDP,1351,Control,DNS
28195,64717,UDP,788,Control,HTTP
12604,35182,ICMP,1434,Control,DNS
60586,56171,ICMP,1478,Data,DNS
10672,22839,ICMP,293,Data,DNS
23110,24236,UDP,927,Control,FTP
14597,63031,UDP,1283,Data,FTP
28464,2962,ICMP,1044,Data,DNS
47153,62513,ICMP,207,Data,HTTP
10532,7236,TCP,690,Control,FTP
58824,64027,TCP,135,Control,FTP
55493,22269,ICMP,1252,Data,HTTP
33599,29880,UDP,318,Data,HTTP
49270,39597,UDP,1273,Data,FTP
2857,54133,ICMP,1128,Data,DNS
35919,58508,ICMP,794,Data,DNS
62258,20385,ICMP,334,Data,FTP
49222,40497,ICMP,85,Control,HTTP
9197,54723,TCP,976,Data,DNS
48763,64314,UDP,1217,Data,HTTP
3531,23473,UDP,915,Control,FTP
47162,48986,TCP,571,Control,HTTP
23971,26613,ICMP,322,Control,HTTP
38002,19591,TCP,1245,Data,DNS
55691,58228,TCP,1146,Data,HTTP
16131,26878,UDP,113,Data,FTP
34346,46678,ICMP,1010,Data,HTTP
31289,52557,TCP,946,Data,FTP
63126,52302,ICMP,1187,Control,DNS
39533,46950,TCP,272,Data,HTTP
24121,29975,TCP,237,Control,DNS
62639,47042,TCP,455,Data,HTTP
6408,38906,ICMP,377,Control,HTTP
20038,13780,ICMP,354,Control,DNS
43807,61648,ICMP,1454,Data,HTTP
18035,6891,ICMP,322,Control,FTP
46189,17417,TCP,359,Control,FTP
56011,34646,ICMP,284,Data,HTTP
18738,44514,UDP,724,Data,FTP
21648,59196,UDP,1307,Control,DNS
46059,49795,ICMP,818,Control,FTP
60749,38228,ICMP,791,Control,DNS
51478,46346,UDP,675,Data,HTTP
17824,43355,ICMP,1010,Data,HTTP
33897,30084,UDP,607,Data,HTTP
56255,45280,UDP,157,Control,HTTP
60066,65102,ICMP,425,Data,DNS
21058,7175,UDP,1248,Control,FTP
23557,30848,TCP,1484,Control,FTP
64495,14308,UDP,926,Data,FTP
6859,25921,ICMP,280,Data,HTTP
34079,40695,UDP,1389,Data,HTTP
25730,47325,ICMP,533,Data,DNS
9890,39123,ICMP,1146,Control,FTP
27327,14895,UDP,884,Control,DNS
60413,5900,UDP,821,Data,HTTP
44231,46265,ICMP,511,Data,DNS
48308,35220,UDP,816,Data,HTTP
34087,63813,TCP,1035,Data,DNS
48102,52818,UDP,476,Data,FTP
15488,47232,UDP,110,Data,HTTP
47133,18938,TCP,284,Control,FTP
16154,30319,ICMP,720,Control,HTTP
65328,20328,UDP,1107,Control,FTP
28174,4571,ICMP,1171,Data,FTP
25656,57163,ICMP,576,Data,HTTP
33259,6969,ICMP,982,Data,FTP
16193,32879,UDP,1428,Control,FTP
35026,52566,UDP,556,Control,HTTP
24160,48927,ICMP,1025,Control,HTTP
30070,47487,ICMP,476,Data,HTTP
15769,54684,ICMP,1054,Control,FTP
45257,18759,ICMP,1413,Control,FTP
18660,46498,TCP,1131,Control,DNS
20568,50267,TCP,807,Data,HTTP
42531,29036,TCP,379,Control,DNS
23521,18441,UDP,1441,Data,FTP
24083,26060,TCP,1209,Data,FTP
20737,21389,UDP,588,Control,HTTP
54432,11568,UDP,291,Control,DNS
54951,60156,UDP,1434,Control,HTTP
60015,10749,ICMP,690,Control,DNS
5401,20262,UDP,88,Data,DNS
39311,54249,UDP,80,Control,HTTP
55753,64839,UDP,1266,Control,DNS
42279,20819,TCP,1202,Data,FTP
54832,58994,ICMP,376,Control,FTP
30453,28397,TCP,479,Control,DNS
11797,47996,ICMP,614,Data,DNS
41389,43784,TCP,398,Control,FTP
9392,53385,TCP,469,Data,FTP
20662,8456,ICMP,243,Control,DNS
9832,22581,TCP,436,Data,FTP
24969,63169,TCP,364,Data,HTTP
21012,12962,ICMP,531,Control,HTTP
34162,34416,TCP,960,Control,HTTP
11136,38008,TCP,1221,Control,FTP
4418,23801,ICMP,1085,Data,DNS
51442,50637,TCP,859,Control,DNS
38578,37010,ICMP,1370,Data,DNS
13177,8089,ICMP,1423,Data,DNS
20480,17740,ICMP,794,Control,DNS
32471,46962,TCP,1168,Control,FTP
31307,3971,ICMP,518,Control,DNS
21864,52773,TCP,1185,Data,FTP
48334,45220,ICMP,1191,Control,HTTP
5254,41974,UDP,821,Control,FTP
1466,49221,UDP,141,Control,DNS
51955,18383,UDP,812,Control,DNS
59899,45250,UDP,1075,Data,HTTP
39342,33688,UDP,1405,Control,HTTP
46535,21441,ICMP,652,Data,DNS
61511,51045,ICMP,162,Control,FTP
38733,33834,TCP,154,Control,FTP
13041,21022,TCP,564,Control,HTTP
14815,47562,UDP,629,Data,HTTP
29737,30454,TCP,75,Data,HTTP
18442,32471,ICMP,827,Data,DNS
18281,6010,TCP,86,Data,FTP
40197,31842,TCP,1372,Data,DNS
9373,46518,UDP,664,Control,DNS
45818,21774,UDP,1339,Control,DNS
42299,5674,ICMP,436,Control,FTP
22493,50932,TCP,823,Data,FTP
39630,6302,TCP,1152,Control,DNS
19855,9828,TCP,845,Data,FTP
6062,27221,ICMP,742,Control,DNS
34489,57134,ICMP,1074,Data,FTP
13308,14239,ICMP,1117,Control,HTTP
13280,42134,TCP,865,Control,HTTP
33725,6355,UDP,806,Control,FTP
10058,4529,ICMP,584,Control,DNS
64476,29139,TCP,725,Control,HTTP
3522,60592,ICMP,1204,Control,DNS
35214,27483,ICMP,315,Data,FTP
34461,52012,UDP,421,Control,HTTP
45174,57454,TCP,1077,Control,HTTP
60638,17013,TCP,928,Control,HTTP
56034,35081,UDP,525,Control,DNS
53818,50616,ICMP,771,Control,FTP
51703,6934,UDP,1033,Control,DNS
29663,48035,TCP,1167,Data,HTTP
38270,38481,TCP,1423,Control,DNS
23553,6385,UDP,304,Control,HTTP
46472,56261,UDP,179,Control,FTP
56540,17025,UDP,1104,Control,FTP
57506,2514,TCP,726,Data,HTTP
50650,19584,ICMP,919,Control,HTTP
5654,43677,ICMP,373,Data,FTP
26129,5652,TCP,1113,Control,FTP
56148,52846,TCP,1027,Data,HTTP
19730,49395,ICMP,880,Control,DNS
6600,9409,TCP,503,Data,DNS
15007,5293,TCP,954,Data,HTTP
63415,51804,TCP,712,Data,HTTP
8364,2758,TCP,105,Data,DNS
7978,62582,ICMP,296,Control,FTP
17871,30177,UDP,1233,Control,HTTP
37385,25278,UDP,567,Data,HTTP
18864,24252,TCP,746,Control,HTTP
13495,26775,ICMP,77,Data,FTP
4128,59337,UDP,427,Control,HTTP
56273,17772,UDP,183,Control,DNS
38801,29158,TCP,68,Control,FTP
46176,4625,TCP,1023,Control,DNS
28138,22202,ICMP,475,Data,DNS
3557,27721,TCP,567,Control,DNS
39998,10053,TCP,663,Data,DNS
42115,55147,UDP,1110,Data,FTP
28274,3737,UDP,934,Data,HTTP
47666,41929,ICMP,1469,Data,HTTP
59637,27169,TCP,1415,Data,FTP
40426,54020,ICMP,193,Data,HTTP
48600,18278,ICMP,953,Control,HTTP
20848,44745,UDP,598,Data,DNS
17986,51043,TCP,1243,Control,FTP
15942,54324,ICMP,159,Control,DNS
59464,18203,ICMP,787,Data,FTP
22489,53485,TCP,1192,Control,DNS
33389,38650,ICMP,933,Control,DNS
62056,13837,TCP,249,Control,HTTP
60622,9128,TCP,1037,Control,FTP
55294,63042,TCP,1300,Control,HTTP
27483,8101,UDP,654,Control,FTP
33544,37165,UDP,789,Control,DNS
26570,11128,ICMP,878,Control,HTTP
29901,7407,ICMP,1006,Control,DNS
6377,49247,TCP,1162,Data,DNS
26099,52439,TCP,125,Control,FTP
52796,30075,UDP,358,Control,FTP
59584,8402,TCP,379,Control,DNS
25559,6370,TCP,616,Control,DNS
17093,7549,TCP,1009,Control,HTTP
12488,35809,ICMP,957,Control,HTTP
23409,20059,TCP,1059,Control,FTP
61035,4965,TCP,1009,Control,DNS
40109,30897,TCP,411,Control,HTTP
46667,7126,TCP,753,Control,DNS
24454,15148,TCP,1093,Control,HTTP
47089,30722,TCP,185,Data,DNS
43340,36503,TCP,306,Control,HTTP
38379,33859,ICMP,978,Control,FTP
42362,52663,ICMP,673,Control,FTP
17484,58090,TCP,954,Data,FTP
50038,26430,ICMP,655,Data,FTP
43396,11156,ICMP,1271,Data,HTTP
57240,38281,TCP,526,Data,DNS
25004,54008,TCP,861,Control,DNS
24362,22754,ICMP,1200,Control,DNS
54994,39864,UDP,1342,Data,DNS
41284,38122,ICMP,545,Data,DNS
18256,55328,TCP,1199,Control,FTP
47163,39868,ICMP,1356,Control,HTTP
58830,39547,UDP,931,Data,HTTP
14551,34474,TCP,1427,Data,FTP
57893,38321,UDP,1022,Data,FTP
4763,63162,ICMP,1177,Control,FTP
8022,52974,TCP,694,Data,DNS
25867,4868,ICMP,233,Data,DNS
23262,42707,TCP,1487,Data,HTTP
12623,63235,TCP,1172,Control,DNS
62402,44212,ICMP,1426,Data,FTP
4425,3796,ICMP,449,Data,FTP
30849,44301,TCP,169,Control,HTTP
60113,45029,UDP,1285,Control,DNS
28336,8473,ICMP,975,Control,FTP
60454,10775,ICMP,608,Control,DNS
23401,34915,TCP,213,Control,FTP
19476,59407,UDP,1468,Control,HTTP
28213,52703,UDP,1109,Control,DNS
44319,12837,UDP,904,Data,HTTP
58513,34364,TCP,935,Control,HTTP
58866,54811,ICMP,851,Data,HTTP
35170,43755,ICMP,885,Control,DNS
64067,61379,ICMP,351,Control,HTTP
